Country,CountryCode,Continent,C,C_Test,Html,Html_test,Java,Java_test,PHP,PHP_test,InternetPenetration,InternetUsers,UploadSpeed,Download,FixedBroadbandSubscriptions,ChargesIntellProperty,GovernmentExpenditureOnEducation,GrossEnrolmentRatio,HighTechnologyExports,GINIindex,IncomeShareLow20,SurveyMeanIncome,Unemployment,UnemploymentTertiaryEducation,GDP_BM
Kyrgyz Republic,KGZ,AS,1.47503161,0.182307278,1.673912276,0.099440333,1.010976721,0.132587111,2.403141386,0.248600833,23.4,30.24704278,10.19,11.67,3.034765241,0.836240725,6.780200005,45.91783142,5.28717548,26.82,10.02,5.28,8.100000381,16.29999924,1103
Cambodia,KHM,AS,0.473866544,0.018954662,0.676049603,0.025272882,0.360138574,0.012636441,0.935096648,0.031591103,6,19,8,6.94,0.429061796,1.316368569,2.021120071,NA,0.30860022,30.76,9.05,5.36,0.400000006,NA,1159
Kiribati,KIR,OC,0.874087671,0,0,0,0,0,0,0,11.5,12.99748389,NA,NA,0.481037502,NA,11.98812008,NA,0.691640243,37.61,6.16,NA,NA,NA,1318
St. Kitts and Nevis,KNA,NA,3.559795668,0,7.119591335,0,3.559795668,0,3.559795668,0,NA,75.7,NA,NA,25.58542773,38.81657029,4.225299835,79.10482025,0.123009243,NA,NA,NA,NA,NA,15367
"Korea, Rep.",KOR,AS,0.338587492,0.003960088,0.138603067,0,0.285126309,0.007920175,0.198004381,0.011880263,NA,89.8962558,30.51,34.97,38.77630457,207.4400037,4.618229866,95.34542084,26.88054979,NA,NA,NA,3.5,21.10000038,27222
Kuwait,KWT,AS,1.197860023,0.049910834,0.723707097,0,0.8734396,0,0.773617932,0,75.5,82.07911476,7.85,9.63,1.379559696,NA,3.760010004,27.02705002,0.129891796,NA,NA,NA,3,9.600000381,28985
Lao PDR,LAO,AS,0.130088502,0,0.086725668,0,0.115634224,0.014454278,0.101179946,0,12.5,18.2,5.56,5.17,0.16371975,NA,4.190440178,17.29194069,NA,37.89,7.25,4.29,1.399999976,NA,1813
Lebanon,LBN,AS,1.836960412,0.05009892,1.53636689,0.01669964,1.51966725,0,1.937158252,0.06679856,70.5,74,1.17,3.19,22.79819989,5.931154966,2.572679996,42.77283096,2.069165314,NA,NA,NA,6.400000095,29.70000076,8052
St. Lucia,LCA,NA,1.073059238,0,4.292236953,0,3.219177715,0,3.755707334,0,35.2,52.35,NA,NA,15.34820641,21.30091193,4.841660023,16.86029053,5.186015595,42.58,5.23,NA,NA,4.5,7558
Liechtenstein,LIE,EU,0,0,2.647183397,0,2.647183397,0,7.941550191,0,93.8,96.6411951,NA,NA,41.96913481,NA,2.556040049,37.4887085,NA,NA,NA,NA,NA,NA,157040
Sri Lanka,LKA,AS,6.693634695,0.144155808,8.274543391,0.230649293,8.01986813,0.201818131,9.249997694,0.129740227,21.9,29.98873755,NA,NA,2.646679824,NA,1.621070027,20.70601082,0.836279814,39.16,7.14,7.51,4.599999905,40.79999924,3925
Lesotho,LSO,AF,0.138869023,0,0.231448372,0,0.185158697,0,0.138869023,0,5,16.0717077,5.52,7.27,0.071608683,1.794518314,12.98200989,9.842200279,0.003423032,54.18,2.84,NA,26.20000076,0.400000006,1019
Lithuania,LTU,EU,9.543759188,0.596484949,16.66649123,1.192969899,8.03500314,0.526310249,19.33312983,2.350852447,68.5,71.378,45.64,47.93,26.6551363,16.29959361,4.768789768,68.53141022,11.8604827,35.15,6.51,19.79,11.30000019,15.39999962,14173
Luxembourg,LUX,EU,19.60978268,0.1735379,4.685523295,0.520613699,17.52732788,0.3470758,10.75934979,1.214765299,93.8,97.3341,18.71,37.65,34.80133616,7835.91321,3.593019962,NA,6.823001118,34.79,7.06,70.85,6.099999905,32.20000076,101393
Latvia,LVA,EU,9.305930946,0.40905191,14.36794833,0.971498286,7.874249262,0.511314887,16.46433937,2.045259549,75.2,79.2006,38.07,42.03,24.74142759,22.81427332,4.914500237,67.03972626,14.94908483,35.48,6.34,17.94,10,16.5,13654
"Macao SAR, China",MAC,AS,0.66987537,0,0.502406527,0,0.502406527,0,0.837344212,0,65.8,77.60013186,NA,NA,28.06313327,315.279094,2.059390068,69.35510254,0.163745252,NA,NA,NA,1.5,22.10000038,78268
Morocco,MAR,AF,3.061717006,0.06605956,3.104799328,0.083292489,3.452330057,0.13211912,4.776393415,0.109141882,56,57.08,1.07,5.11,2.966153224,3.23194288,5.260640144,24.57193947,5.313836936,40.72,6.54,NA,10.19999981,18.5,2919
Monaco,MCO,EU,23.7699073,0,21.12880649,0,5.282201622,0,26.41100811,2.641100811,90.7,93.36330202,NA,NA,46.76088898,NA,1.021950006,NA,NA,NA,NA,NA,NA,NA,187650
Moldova,MDA,EU,14.27565101,0.246131914,15.23556547,1.378338718,10.09140847,0.566103402,18.16453525,1.94444212,48.8,49.83693954,NA,NA,14.7107512,6.60917519,7.484079838,41.27716827,3.988927282,26.83,9.72,9.35,3.400000095,23.5,1845
Madagascar,MDG,AF,0.168567587,0.004013514,0.284959493,0.016054056,0.220743269,0.016054056,0.505702762,0.02006757,2.2,4.17397219,10.12,16.37,0.105358222,0.80315823,2.079999924,4.245790005,0.571462588,42.65,5.73,NA,3.599999905,9.300000191,412
Maldives,MDV,AS,3.244891999,0.270407667,3.244891999,0,1.892853666,0,5.678560999,0.270407667,44.1,54.46195515,NA,NA,5.643794159,8.659362088,5.197850227,12.74713039,0,38.37,6.36,NA,11.60000038,NA,7666
Mexico,MEX,NA,0.579171572,0.01554823,0.546520289,0.012438584,0.516978652,0.018657876,0.698892944,0.026431991,43.5,57.43104299,5.55,11.7,10.23363759,4.423356292,5.154250145,29.9409008,14.68693681,48.21,5.07,10.69,4.900000095,24.79999924,9009
"Macedonia, FYR",MKD,EU,30.22567866,1.393552752,40.07665501,2.883212591,20.75913065,1.153285036,29.07239362,0.91301732,61.2,70.3802,6.6,13.01,16.79417046,25.40957626,3.300149918,39.35074997,2.987312334,44.05,5.39,9.74,27.89999962,16.60000038,4849
Mali,MLI,AF,0.005514249,0,0.005514249,0,0.005514249,0,0.005514249,0,2.3,10.33692498,2.06,2.58,0.018962183,NA,4.347869873,6.874780178,1.247504414,33.04,7.97,NA,8.100000381,NA,744
Malta,MLT,EU,10.48580246,0.714941077,13.34556677,0.476627385,9.055920308,0.714941077,13.34556677,0.714941077,68.9,76.184,NA,NA,35.23385083,1176.686873,6.759659767,45.08240891,34.41302833,NA,NA,NA,5.900000095,10.60000038,22713
Myanmar,MMR,AS,0.03678944,0,0.042307856,0,0.042307856,0,0.066220992,0.001839472,1.2,21.8,6.23,7.01,0.267317173,NA,1.202479959,13.52816963,0.001822921,NA,NA,NA,3.299999952,NA,1203
Montenegro,MNE,EU,9.583118379,0.958311838,18.20792492,1.597186396,9.423399739,0.798593198,17.728769,1.597186396,56.8,64.56499314,2.09,7.7,16.71053605,8.5079285,NA,55.34458923,NA,31.93,8.46,14.51,19.10000038,13.5,6440
Mongolia,MNG,AS,1.164166038,0.066523774,1.230689812,0.166309434,1.064380378,0.033261887,1.895927548,0.133047547,17.7,21.43603111,13.9,14.06,6.845490844,4.393103506,4.609020233,64.27417755,19.50950547,32.04,8.08,10.58,4.800000191,25.89999962,3972
Mozambique,MOZ,AF,0.024346673,0,0.034780961,0.003478096,0.069561922,0.003478096,0.041737153,0,5.4,9,1.67,2.66,0.075877375,0.699636803,6.480090141,5.974720001,11.61205432,45.58,5.22,NA,22.60000038,NA,525
Mauritania,MRT,AF,0.048002346,0,0.096004693,0,0.048002346,0,0.144007039,0,6.2,15.19912669,4.67,6.71,0.200780182,2.628858622,3.275449991,5.465159893,NA,32.42,7.55,NA,31,NA,1337
Mauritius,MUS,AF,3.209496352,0.078280399,5.32306712,0.078280399,3.757459144,0.156560798,5.557908316,0.234841196,39,50.13931848,NA,NA,14.56989587,14.97529829,4.984340191,38.67412186,0.05962622,35.84,7.42,11.56,7.699999809,19.89999962,9136
Malawi,MWI,AF,0.016901574,0,0.050704722,0,0.011267716,0,0.045070864,0,5.4,9.298148347,1.22,2.04,0.050870086,0.173300333,6.877920151,0.797730029,2.524308529,46.12,5.45,NA,7.5,NA,381
Malaysia,MYS,AS,2.090947977,0.045526083,2.123466608,0.032518631,1.954369727,0.120318935,2.637260979,0.14633384,67,71.06406781,5.08,6.61,10.13982558,46.94406631,6.093920231,29.69786072,42.80094544,46.26,4.56,NA,2,28.79999924,9766
Namibia,NAM,AF,0.19888774,0,0.278442836,0,0.238665288,0,0.278442836,0,13.9,22.30701479,5.58,9.09,1.755204882,3.501510729,8.349610329,9.330080032,2.680863622,60.97,3.27,NA,18.60000038,1.200000048,4693
New Caledonia,NCL,OC,0.375331699,0,0,0,0.750663399,0,0.375331699,0,66,74.00175279,1.92,8.13,22.4382659,15.1014633,NA,NA,13.05482036,NA,NA,NA,NA,3.5,39392
Niger,NER,AF,0.004827353,0,0,0,0.004827353,0,0.004827353,0,1.7,2.22016535,0.2,0.6,0.049636354,0.100041595,6.777969837,1.714589953,57.14815305,33.99,7.85,NA,5.099999905,NA,359
Nigeria,NGA,AF,0.133698732,0.00320877,0.238518537,0.001604385,0.165786427,0.004813154,0.32782929,0.012300283,38,47.44255029,4.07,5.53,0.008817092,1.376462567,3.063689947,10.40532017,2.10433253,42.97,5.37,NA,7.5,NA,2640
Nicaragua,NIC,NA,0.796743433,0.01626007,0.975604204,0.09756042,0.813003503,0.03252014,1.365845885,0.08130035,15.5,19.7042915,2.37,4.34,1.805870355,0.19730248,4.49311018,NA,0.385908705,47.05,4.85,9.5,5.300000191,19.60000038,2088
Netherlands,NLD,EU,8.27457258,0.241464396,5.765698616,0.636052554,6.761003076,0.459371289,8.733943869,0.765618815,94,93.0965,19.03,44.03,40.77378418,2792.937018,5.608129978,78.50106812,19.90183858,27.99,8.87,49.21,6.900000095,18.5,44424
Norway,NOR,EU,20.52368399,0.132777993,6.904455612,0.341429124,17.01455133,0.853572809,14.47280119,0.739763101,95.1,96.8103,23.02,34.09,38.82836822,127.0952354,7.371819973,76.78315735,20.75964409,25.9,9.3,65.77,3.400000095,26.10000038,74676
Nepal,NPL,AS,2.738233507,0.093585196,5.206109782,0.270357232,2.679309495,0.110915788,6.197419634,0.367408547,13.3,17.58161801,5.67,6.57,0.891164315,NA,4.715370178,15.83248043,0.622566089,32.84,8.32,NA,2.700000048,NA,732
New Zealand,NZL,OC,8.981016103,0.481908181,10.47055048,0.65714752,6.702904702,0.153334421,9.550543954,0.394288512,82.8,88.22288882,10.63,24.19,30.97982598,206.1872704,6.442649841,80.8829422,9.616627255,NA,NA,NA,5.599999905,25.70000076,37773
Oman,OMN,AF,0.687510997,0,0.902358184,0.021484719,0.601572123,0.021484719,0.751965154,0,66.5,74.17416597,2.29,14.77,4.509445072,NA,5.008369923,28.57509041,4.327856474,NA,NA,NA,7.199999809,4.400000095,15647
Pakistan,PAK,AS,6.276626851,0.19862415,8.79235988,0.384283277,4.402921752,0.109424793,9.009135062,0.259819057,10.9,18,1.59,3.16,1.084995545,0.846897482,2.466660023,10.35523033,1.41368704,30.69,9.2,4.42,5.199999809,28,1429
Panama,PAN,NA,1.102644693,0.025060107,1.152764907,0.050120213,1.20288512,0.050120213,1.854447893,0.07518032,42.9,51.20542499,2.74,6.61,7.897698864,25.11999442,3.29343009,38.73934937,0.000467016,50.7,3.37,20.72,4.300000191,26.5,13265
Peru,PER,SA,0.475227956,0.01258882,0.377664601,0.01258882,0.544466466,0.022030435,0.686090691,0.040913665,39.2,40.9,1.11,5.46,5.74296395,8.74892653,3.662539959,40.51279068,4.737721254,44.14,4.57,13.94,4.199999809,26.79999924,6121
Philippines,PHL,AS,6.094857598,0.04596571,10.13006017,0.19364278,4.68361249,0.094865402,8.947665623,0.123227224,37,40.7,1.46,3.52,2.897204314,5.432267783,3.41,35.75333023,53.0641174,43.04,5.92,6.91,7.099999905,41.29999924,2899
Palau,PLW,OC,0,0,4.650946468,0,0,0,0,0,NA,NA,NA,NA,5.261411575,NA,7.476890087,61.86380005,20.18030228,NA,NA,NA,NA,NA,14350
Papua New Guinea,PNG,OC,0.025719784,0,0.012859892,0,0.025719784,0,0.012859892,0,6.5,7.9,3.98,4.58,0.176562457,NA,7.389709949,NA,3.452289473,43.88,4.74,NA,2.5,NA,2222
Poland,POL,EU,3.897063524,0.171014756,3.586127604,0.393852165,3.295920746,0.318709317,4.702905782,0.697014686,62.8,67.997,7.48,21.97,18.92661232,77.63261269,4.813099861,71.15869141,8.777098319,32.08,7.99,22.34,9.199999809,16.10000038,12494
Puerto Rico,PRI,NA,1.358410681,0,1.439915322,0,0.869382836,0,1.195401399,0.054336427,73.9,79.46876883,2.66,13.87,16.56894979,NA,6.382400036,85.33583832,NA,NA,NA,NA,14.30000019,NA,28123
Portugal,PRT,EU,7.783057274,0.252318565,6.201213963,0.252318565,6.162395722,0.475523449,7.375465746,0.320250486,62.1,68.6329,6.16,28.32,25.66846341,65.74077776,5.12127018,65.60738373,4.584828192,36.04,6.45,25.11,14.19999981,16.39999962,19220
Paraguay,PRY,SA,0.386592381,0,0.416330257,0.014868938,0.654233261,0.029737875,0.669102199,0.014868938,36.9,44.38159692,3.78,3.52,2.67615303,2.71873258,4.963049889,35.08084869,5.680592694,51.67,3.85,18.77,4.5,19.60000038,4160
French Polynesia,PYF,OC,1.049923881,0,0.349974627,0,0,0,0.349974627,0,56.8,64.56020975,NA,NA,17.77476013,10.67525712,NA,NA,14.81855323,NA,NA,NA,NA,3.799999952,NA
Qatar,QAT,AS,3.054943597,0.130926154,3.054943597,0.087284103,1.832966158,0.043642051,2.400312826,0.043642051,85.3,92.88482645,6.82,16.36,9.904820108,NA,3.54895997,15.83137035,0.04899817,NA,NA,NA,0.300000012,38.90000153,74513
Romania,ROU,EU,11.21679573,0.330361218,13.89065684,0.877521985,8.295163708,0.511027509,14.93335943,1.445330329,49.8,55.7632,31.85,62.53,18.55741138,44.37851141,2.939549923,53.21585846,7.501692836,27.45,8.88,9.54,7,15.60000038,8974
Russian Federation,RUS,EU,6.540024392,0.53959907,6.622288849,0.614194807,4.309820999,0.62534931,7.028731043,1.029002878,61.4,73.41,24.81,25.82,17.51313356,55.66653341,4.154669762,78.65337372,11.45167273,41.59,5.9,25.11,5.099999905,36.90000153,9202
Rwanda,RWA,AF,0.050493294,0,0.050493294,0,0.08415549,0,0.100986588,0,8.7,18,6.11,10.01,0.02410734,0.074076205,5.02794981,7.529250145,11.89914302,50.44,5.19,2.71,0.600000024,8,697
Saudi Arabia,SAU,AS,0.886249861,0.018657892,0.811618294,0.012438595,0.634368322,0.018657892,0.755644619,0.009328946,60.5,69.6162358,3.63,10.64,10.32446733,NA,5.13781023,61.11201859,0.576335405,NA,NA,NA,5.599999905,49.79999924,20482
Senegal,SEN,AF,0.083389541,0,0.083389541,0.00641458,0.134706182,0,0.160364502,0.00641458,20.9,21.69026413,3.56,6.08,0.710481063,NA,5.599989891,7.389460087,3.554892989,40.29,6.06,3.16,10,2.5,911
Singapore,SGP,AS,12.11268802,0.228210064,9.163511809,0.315983166,11.39294859,0.649520952,10.58543606,0.702184813,73,82.103,78.69,97.67,26.71692494,3573.81375,2.905060053,NA,47.18240356,NA,NA,NA,3,49,52841
Sierra Leone,SLE,AF,0,0,0.045509005,0,0.015169668,0,0.030339336,0,1.7,2.5,NA,NA,NA,0.160940727,2.760710001,NA,0.02729256,33.99,7.91,NA,3.299999952,NA,694
El Salvador,SLV,NA,1.529345787,0.08134818,1.317840518,0.048808908,1.529345787,0,2.196400864,0.08134818,23.1,26.91507533,3.37,5.33,4.995729784,11.18901503,3.417490005,28.85296059,4.38507398,41.84,5.72,9.96,6.199999809,0.100000001,4217
San Marino,SMR,EU,3.129890454,0,0,0,3.129890454,0,0,0,50.8,49.6,NA,NA,36.98201473,NA,2.383729935,59.84899902,NA,NA,NA,NA,NA,22.39999962,49615
Somalia,SOM,AF,0.072208598,0,0.072208598,0,0.036104299,0,0.081234673,0,1.5,1.76,NA,NA,0.647809188,NA,1.277279973,NA,NA,NA,NA,NA,6.900000095,NA,552
Serbia,SRB,EU,0,0.60140445,28.20927286,1.509184751,13.73017706,0.737571495,24.57815166,1.690740811,51.5,65.3170254,2.46,12.17,15.56662123,31.63941659,4.426569939,58.05496979,3.63211646,29.06,8.57,12.7,22.20000076,17.70000076,5143
Sao Tome and Principe,STP,AF,0,0,0.514429755,0,0.514429755,0,0.514429755,0,23,25.8222488,NA,NA,0.555886842,0.167987415,3.876919985,9.753270149,0.770496709,30.82,8.38,NA,NA,NA,1774
Suriname,SUR,SA,0,0,2.00872884,0.182611713,0.365223425,0,1.460893702,0,37.4,42.76382778,1.89,4.11,8.530587857,25.52502163,NA,NA,20.74938478,57.61,NA,NA,5.599999905,1.399999976,9033
Slovak Republic,SVK,EU,3.388945187,0.165763623,3.628381532,0.165763623,2.707472514,0.165763623,4.291436025,0.239436345,77.9,85.01951406,12.25,24.2,21.84052742,123.90813,4.1051898,52.92351151,10.01804148,26.12,8.62,28,13.30000019,10.19999981,15975
Slovenia,SVN,EU,9.278221983,0.193296291,11.69442562,0.579888874,8.311740527,0.434916655,13.38576817,1.208101821,72.7,73.0987,7.48,22.25,26.77862509,117.1508315,5.661610126,82.92642975,6.439154181,25.59,9.43,32.97,9.5,19.89999962,20713
Sweden,SWE,EU,13.78421032,0.243609019,6.415037498,0.466917286,11.0233081,0.680075178,10.33308255,0.609022547,94.8,90.6102,27.66,49.25,34.07038808,388.8626923,7.717730045,62.35348129,14.25269615,27.32,8.7,50.46,8,20.20000076,50267
Swaziland,SWZ,AF,0.460100471,0,0.306733647,0,0.306733647,0,0.306733647,0,24.7,30.38270066,1.73,2.17,0.402302115,50.81783926,8.636949539,5.328879833,0.115640868,51.45,4,NA,22.29999924,NA,3147
Seychelles,SYC,AF,0,0,3.091954734,1.030651578,1.030651578,0,3.091954734,0,50.4,58.11869757,NA,NA,12.67549782,29.64074409,3.606460094,6.469399929,3.350804688,46.82,5.42,NA,NA,NA,15978
Togo,TGO,AF,0.093372762,0,0.026677932,0,0.093372762,0,0.080033796,0,4.5,7.12,1.59,2.13,0.180316889,0.052609827,4.83796978,10.11762047,0.41110012,46.02,4.83,2.71,6.900000095,NA,548
Thailand,THA,AS,0.456369003,0.014674244,0.585502354,0.030815913,0.363921263,0.008804547,0.723440252,0.046957582,28.9,39.31612674,8.57,21,8.092471722,58.4394358,4.125669956,52.50537109,20.43143999,37.85,6.93,14.77,0.899999976,31,5816
Tajikistan,TJK,AS,0.219160031,0.023069477,0.276833724,0.023069477,0.219160031,0.034604215,0.2999032,0.011534738,16,18.98,17.16,17.29,0.072541782,0.001792061,4.018030167,24.47492027,41.7450495,30.76,8.79,NA,10.89999962,4.599999905,926
Turkmenistan,TKM,AS,0.018386848,0,0.11032109,0,0.036773697,0,0.147094786,0.018386848,9.6,14.99677482,NA,NA,0.04333759,NA,3.049249887,7.98443985,4.952147411,40.77,6.14,NA,10.5,NA,6952
Tonga,TON,OC,0,0,0.935322452,0.935322452,0,0,0.935322452,0.935322452,35,44.99951883,NA,NA,1.701612751,NA,3.898720026,NA,2.374890466,38.1,6.58,NA,NA,0.899999976,3945
Trinidad and Tobago,TTO,SA,2.344368716,0,3.150245463,0,1.611753493,0,2.857199373,0.219784567,63.8,69.19847061,4.05,11.84,18.35542149,NA,3.136600018,NA,0.100109511,40.27,5.5,NA,4,5.199999809,20444
Tunisia,TUN,AF,11.56021598,0.158238698,10.31188847,0.369223628,13.23930438,0.474716093,14.88322863,0.254940124,43.8,48.51983599,1.96,3.64,4.486233076,1.749972948,6.238299847,34.58367157,4.941424348,35.81,6.73,NA,13.30000019,30.89999962,3872
Turkey,TUR,EU,1.136619647,0.035166133,0.786214253,0.027630533,0.78495832,0.040189866,0.897992318,0.054005132,46.3,53.74497914,3.5,12.14,11.69133624,8.606023734,2.862469912,78.98194885,2.159703396,40.18,5.84,17.01,9.199999809,21,9130
Tanzania,TZA,AF,0.023569737,0,0.045326418,0.001813057,0.041700304,0,0.063456985,0.003626113,4.4,5.355144064,4.41,5.48,0.16667501,0.02054718,3.481430054,3.647320032,2.736665741,37.78,7.37,2.67,3.099999905,2.700000048,840
Uganda,UGA,AF,0.168639216,0.002479988,0.218238986,0,0.220718974,0.004959977,0.379438237,0.004959977,16.2,19.22109963,3.94,4.75,0.291932289,0.312138735,2.200930119,NA,2.442687569,41.01,6.36,3.39,3.799999952,NA,676
Ukraine,UKR,EU,18.71622936,1.443157532,30.99427302,2.946820116,16.26689522,1.723273512,27.40654754,3.569798056,41.8,49.26,21.13,24.13,9.293523561,12.21287573,6.671649933,82.30503082,6.512156626,24.09,10.45,12.63,7.699999809,47.09999847,2005
Uruguay,URY,SA,7.258851516,0.319389467,6.155506086,0.261318655,7.491134765,0.377460279,6.242612304,0.348424873,58.1,64.6,6.33,24.33,24.57842088,14.12874753,4.355269909,NA,7.929793928,41.6,5.19,25.12,7,16.20000076,15581
United States,USA,NA,6.000886336,0.164445883,8.088084076,0.238801338,4.956824672,0.177712624,6.413080893,0.255461896,84.2,74.55,9.54,32.14,30.32087809,131.292872,5.223889828,86.66396332,19.00799373,41.06,5.1,NA,6.199999809,18.39999962,55837
Uzbekistan,UZB,AS,0.442237715,0.049504222,0.570948692,0.039603377,0.382832649,0.019801689,0.603951506,0.029702533,38.2,42.8,3.37,3.27,2.797791094,NA,NA,8.934189796,NA,35.27,7.42,NA,10.60000038,NA,2132
St. Vincent and the Grenadines,VCT,NA,0.909165295,0,3.636661181,0,0.909165295,0,2.727495886,0,52,51.77,NA,NA,13.45512064,30.9082807,5.085229874,NA,0.058444023,NA,NA,NA,NA,0.200000003,6827
"Venezuela, RB",VEN,SA,2.0971574,0.022208929,2.185993114,0.053935969,2.33828291,0.082490306,3.461420156,0.088835714,54.9,61.86924809,0.6,2.23,7.779508983,12.85839439,6.874670029,76.97959137,1.130332031,46.94,3.18,NA,8.600000381,35.59999847,11936
British Virgin Islands,VGB,NA,6.523369973,0,3.261684986,0,3.261684986,0,0,0,NA,NA,NA,NA,22.38288635,NA,4.358960152,62.48709869,NA,NA,NA,NA,NA,9.399999619,NA
Virgin Islands (U.S.),VIR,NA,6.578020016,0,2.819151435,0,6.578020016,0,8.457454306,0,45.3,54.8391373,NA,NA,8.521237546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vietnam,VNM,AS,1.677180812,0.046588356,1.802122311,0.059294271,1.544827528,0.083647275,2.155770286,0.109059106,43.9,52.72,15.96,17.58,6.483694578,NA,6.303110123,30.47773933,26.93151778,37.59,6.59,8.24,2.299999952,NA,2111
Vanuatu,VUT,OC,0.739453544,0,0.369726772,0,0.369726772,0,0.739453544,0,11.3,22.35140458,11.72,15.41,1.768866555,0.778634658,4.910830021,NA,53.9694268,37.19,6.7,NA,NA,NA,3019
Samoa,WSM,OC,4.112624214,0,2.570390134,0.514078027,4.626702241,0,3.598546187,0.514078027,15.3,25.40700977,NA,NA,1.053531494,9.603308164,5.144209862,NA,1.670641147,42.69,6.32,NA,NA,NA,4005
"Yemen, Rep.",YEM,AS,0.080065217,0,0.076425889,0.007278656,0.043671936,0,0.058229249,0.003639328,20,25.0995144,NA,NA,1.361715326,0.178889443,4.560599804,9.974599838,1.209140962,NA,NA,NA,17.39999962,NA,1340
South Africa,ZAF,AF,1.109516419,0.027283191,1.227743578,0.023645432,0.836684512,0.030920949,1.113154177,0.040015346,48.9,51.91911572,2.88,6.39,3.211005186,31.5154499,6.056280136,19.66282082,5.854429201,63.38,2.47,NA,25.10000038,6.800000191,5691
Zambia,ZMB,AF,0.113654499,0,0.131599947,0,0.095709052,0,0.131599947,0.005981816,15.4,21,5.91,7.33,0.141621711,0.116276653,1.099720001,NA,1.704070914,55.62,3.81,NA,13.30000019,NA,1361
